POZO;FECHA;BFD;TIPO
2059;2/04/2017;567,8;VOLUMETRIC
1714;2/04/2017;426,4;VOLUMETRIC
1563;2/04/2017;484,1;VOLUMETRIC
1441;2/04/2017;3,91;VOLUMETRIC
1315;2/04/2017;6,42;VOLUMETRIC
1189;2/04/2017;66,88;VOLUMETRIC
1118;2/04/2017;96,54;VOLUMETRIC
868;2/04/2017;294,2;VOLUMETRIC
528;2/04/2017;479,14;VOLUMETRIC
3660;1/04/2017;667,2;VOLUMETRIC
3637;1/04/2017;1083;VOLUMETRIC
3619;1/04/2017;537,3;VOLUMETRIC
3618;1/04/2017;296,7;VOLUMETRIC
3609;1/04/2017;995;VOLUMETRIC
3511;1/04/2017;951,28;VOLUMETRIC
3411;1/04/2017;513,7;VOLUMETRIC
3387;1/04/2017;845;VOLUMETRIC
3208;1/04/2017;1086;VOLUMETRIC
3123;1/04/2017;357,1;VOLUMETRIC
3060;1/04/2017;146,9;VOLUMETRIC
2973;1/04/2017;1017;VOLUMETRIC
2913;1/04/2017;690,86;VOLUMETRIC
2901;1/04/2017;583,7;VOLUMETRIC
2871;1/04/2017;476,73;VOLUMETRIC
2803;1/04/2017;1159;VOLUMETRIC
2750;1/04/2017;9,64;VOLUMETRIC
2583;1/04/2017;295,4;VOLUMETRIC
2572;1/04/2017;1223;VOLUMETRIC
2423;1/04/2017;259,8;VOLUMETRIC
2295;1/04/2017;527,2;VOLUMETRIC
2265;1/04/2017;498,8;VOLUMETRIC
2260;1/04/2017;176,5;VOLUMETRIC
2224;1/04/2017;879,79;VOLUMETRIC
2218;1/04/2017;834,1;VOLUMETRIC
2217;1/04/2017;743,44;VOLUMETRIC
2182;1/04/2017;936,3;VOLUMETRIC
2047;1/04/2017;842,1;VOLUMETRIC
1657;1/04/2017;2,14;VOLUMETRIC
1559;1/04/2017;1070;VOLUMETRIC
3IP8;31/03/2017;329,8;VOLUMETRIC
3624;31/03/2017;745,3;VOLUMETRIC
3607;31/03/2017;1341;VOLUMETRIC
3403;31/03/2017;714,9;VOLUMETRIC
3328;31/03/2017;1118,65;VOLUMETRIC
3325;31/03/2017;418,6;VOLUMETRIC
3287;31/03/2017;560,84;VOLUMETRIC
3211;31/03/2017;405,2;VOLUMETRIC
3119;31/03/2017;610,04;VOLUMETRIC
3056;31/03/2017;909,6;VOLUMETRIC
2913;31/03/2017;672,68;VOLUMETRIC
2871;31/03/2017;552,55;VOLUMETRIC
2738;31/03/2017;258;VOLUMETRIC
2572;31/03/2017;1169,83;VOLUMETRIC
2543;31/03/2017;446,5;VOLUMETRIC
2479;31/03/2017;522,6;VOLUMETRIC
2452;31/03/2017;289,9;VOLUMETRIC
2400;31/03/2017;55,64;VOLUMETRIC
2298;31/03/2017;1156,21;VOLUMETRIC
2290;31/03/2017;605,2;VOLUMETRIC
2254;31/03/2017;41,71;VOLUMETRIC
2224;31/03/2017;839,26;VOLUMETRIC
2221;31/03/2017;866,86;VOLUMETRIC
2060;31/03/2017;737,57;VOLUMETRIC
2025;31/03/2017;343,7;VOLUMETRIC
2024;31/03/2017;571,5;VOLUMETRIC
1816;31/03/2017;659,2;VOLUMETRIC
1559;31/03/2017;1135;VOLUMETRIC
1441;31/03/2017;3,91;VOLUMETRIC
1226;31/03/2017;3;VOLUMETRIC
1118;31/03/2017;96,54;VOLUMETRIC
528;31/03/2017;479,14;VOLUMETRIC
3614;30/03/2017;165;VOLUMETRIC
3609;30/03/2017;1202;VOLUMETRIC
3450;30/03/2017;366,2;VOLUMETRIC
3432;30/03/2017;315;VOLUMETRIC
3379;30/03/2017;253;VOLUMETRIC
3374;30/03/2017;789,9;VOLUMETRIC
3360;30/03/2017;936,9;VOLUMETRIC
3211;30/03/2017;419;VOLUMETRIC
3119;30/03/2017;602;VOLUMETRIC
3112;30/03/2017;1042;VOLUMETRIC
2900;30/03/2017;262,4;VOLUMETRIC
2893;30/03/2017;1039;VOLUMETRIC
2871;30/03/2017;623,76;VOLUMETRIC
2767;30/03/2017;940,5;VOLUMETRIC
2670;30/03/2017;819,7;VOLUMETRIC
2644;30/03/2017;646,5;VOLUMETRIC
2623;30/03/2017;463,5;VOLUMETRIC
2600;30/03/2017;784,7;VOLUMETRIC
2576;30/03/2017;425,6;VOLUMETRIC
2572;30/03/2017;1221,86;VOLUMETRIC
2467;30/03/2017;171,3;VOLUMETRIC
2452;30/03/2017;302,9;VOLUMETRIC
2400;30/03/2017;45;VOLUMETRIC
2372;30/03/2017;368,6;VOLUMETRIC
2298;30/03/2017;1083,88;VOLUMETRIC
2284;30/03/2017;462,4;VOLUMETRIC
2224;30/03/2017;840,62;VOLUMETRIC
2206;30/03/2017;320,3;VOLUMETRIC
2194;30/03/2017;622;VOLUMETRIC
1693;30/03/2017;50,1;VOLUMETRIC
1597;30/03/2017;33;VOLUMETRIC
1589;30/03/2017;669,9;VOLUMETRIC
1441;30/03/2017;4;VOLUMETRIC
1200;30/03/2017;94,75;VOLUMETRIC
1118;30/03/2017;87;VOLUMETRIC
528;30/03/2017;447;VOLUMETRIC
1311;29/03/2017;14,46;VOLUMETRIC
3953;29/03/2017;215;VOLUMETRIC
3789;29/03/2017;298,9;VOLUMETRIC
3690;29/03/2017;795;VOLUMETRIC
3614;29/03/2017;159,1;VOLUMETRIC
3450;29/03/2017;371,6;VOLUMETRIC
3431;29/03/2017;317;VOLUMETRIC
3372;29/03/2017;1085;VOLUMETRIC
3371;29/03/2017;120,2;VOLUMETRIC
3226;29/03/2017;1065;VOLUMETRIC
3211;29/03/2017;421;VOLUMETRIC
3129;29/03/2017;41;VOLUMETRIC
3119;29/03/2017;609;VOLUMETRIC
3117;29/03/2017;274,9;VOLUMETRIC
3112;29/03/2017;1138;VOLUMETRIC
3073;29/03/2017;740,9;VOLUMETRIC
3033;29/03/2017;886;VOLUMETRIC
2937;29/03/2017;1157;VOLUMETRIC
2924;29/03/2017;231;VOLUMETRIC
2913;29/03/2017;671,93;VOLUMETRIC
2901;29/03/2017;585,8;VOLUMETRIC
2871;29/03/2017;539,8;VOLUMETRIC
2676;29/03/2017;1123;VOLUMETRIC
2672;29/03/2017;813,3;VOLUMETRIC
2663;29/03/2017;734,3;VOLUMETRIC
2649;29/03/2017;910,7;VOLUMETRIC
2600;29/03/2017;861,33;VOLUMETRIC
2572;29/03/2017;1149,99;VOLUMETRIC
2498;29/03/2017;180,8;VOLUMETRIC
2400;29/03/2017;37;VOLUMETRIC
2298;29/03/2017;1133,67;VOLUMETRIC
2244;29/03/2017;970,6;VOLUMETRIC
2224;29/03/2017;860,22;VOLUMETRIC
2206;29/03/2017;321,9;VOLUMETRIC
2071;29/03/2017;751,2;VOLUMETRIC
1441;29/03/2017;2;VOLUMETRIC
1204;29/03/2017;26,75;VOLUMETRIC
1118;29/03/2017;87;VOLUMETRIC
875;29/03/2017;51,27;VOLUMETRIC
838;29/03/2017;123,9;VOLUMETRIC
724;29/03/2017;1219;VOLUMETRIC
550;29/03/2017;182;VOLUMETRIC
528;29/03/2017;449;VOLUMETRIC
511;29/03/2017;789;VOLUMETRIC
3954;28/03/2017;625;VOLUMETRIC
3791;28/03/2017;1059;VOLUMETRIC
3675;28/03/2017;228,8;VOLUMETRIC
3511;28/03/2017;870,9;VOLUMETRIC
3431;28/03/2017;308;VOLUMETRIC
3211;28/03/2017;424;VOLUMETRIC
3129;28/03/2017;45;VOLUMETRIC
3119;28/03/2017;637;VOLUMETRIC
3116;28/03/2017;784,3;VOLUMETRIC
3112;28/03/2017;1187;VOLUMETRIC
3073;28/03/2017;707,3;VOLUMETRIC
3033;28/03/2017;879;VOLUMETRIC
2924;28/03/2017;215;VOLUMETRIC
2830;28/03/2017;541;VOLUMETRIC
2676;28/03/2017;1105;VOLUMETRIC
2576;28/03/2017;252,6;VOLUMETRIC
2558;28/03/2017;211,2;VOLUMETRIC
2516;28/03/2017;462,4;VOLUMETRIC
2476;28/03/2017;595,3;VOLUMETRIC
2475;28/03/2017;307,1;VOLUMETRIC
2400;28/03/2017;40;VOLUMETRIC
2318;28/03/2017;901,6;VOLUMETRIC
2109;28/03/2017;703;VOLUMETRIC
2071;28/03/2017;731,5;VOLUMETRIC
2065;28/03/2017;286,4;VOLUMETRIC
1589;28/03/2017;786;VOLUMETRIC
1441;28/03/2017;1;VOLUMETRIC
1118;28/03/2017;90;VOLUMETRIC
928;28/03/2017;595,8;VOLUMETRIC
876;28/03/2017;50,13;VOLUMETRIC
724;28/03/2017;1201;VOLUMETRIC
550;28/03/2017;184;VOLUMETRIC
528;28/03/2017;429;VOLUMETRIC
511;28/03/2017;756;VOLUMETRIC
262;28/03/2017;324,3;VOLUMETRIC
C2PP4;27/03/2017;1046;VOLUMETRIC
3796;27/03/2017;371,8;VOLUMETRIC
3793;27/03/2017;699,1;VOLUMETRIC
3792;27/03/2017;909,5;VOLUMETRIC
3436;27/03/2017;528;VOLUMETRIC
3353;27/03/2017;226,2;VOLUMETRIC
3328;27/03/2017;1130;VOLUMETRIC
3211;27/03/2017;398;VOLUMETRIC
3129;27/03/2017;43;VOLUMETRIC
3119;27/03/2017;599;VOLUMETRIC
3112;27/03/2017;1110;VOLUMETRIC
3064;27/03/2017;1032;VOLUMETRIC
3056;27/03/2017;908;VOLUMETRIC
3038;27/03/2017;172,7;VOLUMETRIC
2957;27/03/2017;775,8;VOLUMETRIC
2942;27/03/2017;646,3;VOLUMETRIC
2937;27/03/2017;1150;VOLUMETRIC
2913;27/03/2017;703,77;VOLUMETRIC
2871;27/03/2017;582,31;VOLUMETRIC
2624;27/03/2017;777,4;VOLUMETRIC
2613;27/03/2017;806,7;VOLUMETRIC
2600;27/03/2017;919,56;VOLUMETRIC
2572;27/03/2017;1219,65;VOLUMETRIC
2496;27/03/2017;46,73;VOLUMETRIC
2494;27/03/2017;909,5;VOLUMETRIC
2453;27/03/2017;330,8;VOLUMETRIC
2400;27/03/2017;34;VOLUMETRIC
2338;27/03/2017;390,6;VOLUMETRIC
2337;27/03/2017;540;VOLUMETRIC
2327;27/03/2017;166,7;VOLUMETRIC
2298;27/03/2017;1177,23;VOLUMETRIC
2224;27/03/2017;905,6;VOLUMETRIC
2151;27/03/2017;790,6;VOLUMETRIC
1658;27/03/2017;0,96;VOLUMETRIC
1563;27/03/2017;583;VOLUMETRIC
1441;27/03/2017;3;VOLUMETRIC
550;27/03/2017;144;VOLUMETRIC
528;27/03/2017;328;VOLUMETRIC
511;27/03/2017;768,92;VOLUMETRIC
3390ST;26/03/2017;459,5;VOLUMETRIC
3954;26/03/2017;631,14;VOLUMETRIC
3764;26/03/2017;238,22;VOLUMETRIC
3351;26/03/2017;639,8;VOLUMETRIC
3321;26/03/2017;155,9;VOLUMETRIC
3310;26/03/2017;767,9;VOLUMETRIC
3247;26/03/2017;437,7;VOLUMETRIC
3211;26/03/2017;405,34;VOLUMETRIC
3203;26/03/2017;443,1;VOLUMETRIC
3129;26/03/2017;43;VOLUMETRIC
3119;26/03/2017;610,71;VOLUMETRIC
3033;26/03/2017;890,86;VOLUMETRIC
2941;26/03/2017;1220,99;VOLUMETRIC
2924;26/03/2017;228,96;VOLUMETRIC
2913;26/03/2017;730,74;VOLUMETRIC
2893;26/03/2017;1037;VOLUMETRIC
2871;26/03/2017;579,12;VOLUMETRIC
2678;26/03/2017;103,5;VOLUMETRIC
2676;26/03/2017;1114,12;VOLUMETRIC
2611;26/03/2017;414,6;VOLUMETRIC
2600;26/03/2017;947,66;VOLUMETRIC
2593;26/03/2017;351,7;VOLUMETRIC
2584;26/03/2017;480;VOLUMETRIC
2582;26/03/2017;1004;VOLUMETRIC
2572;26/03/2017;1276,05;VOLUMETRIC
2476;26/03/2017;603,3;VOLUMETRIC
2443;26/03/2017;304,7;VOLUMETRIC
2440;26/03/2017;455,2;VOLUMETRIC
2400;26/03/2017;37,14;VOLUMETRIC
2298;26/03/2017;1253,72;VOLUMETRIC
2224;26/03/2017;915,4;VOLUMETRIC
2207;26/03/2017;681,7;VOLUMETRIC
2164;26/03/2017;991;VOLUMETRIC
2144;26/03/2017;547,7;VOLUMETRIC
2095;26/03/2017;227,2;VOLUMETRIC
2026;26/03/2017;146;VOLUMETRIC
2012;26/03/2017;628,9;VOLUMETRIC
1441;26/03/2017;0,77;VOLUMETRIC
724;26/03/2017;1210,7;VOLUMETRIC
716;26/03/2017;745,8;VOLUMETRIC
550;26/03/2017;167,48;VOLUMETRIC
528;26/03/2017;369,47;VOLUMETRIC
511;26/03/2017;768,92;VOLUMETRIC
358;26/03/2017;942,5;VOLUMETRIC
2570ST;25/03/2017;92,18;VOLUMETRIC
3954;25/03/2017;631,14;VOLUMETRIC
3756;25/03/2017;11,14;VOLUMETRIC
3678;25/03/2017;295,59;VOLUMETRIC
3511;25/03/2017;950,2;VOLUMETRIC
3441;25/03/2017;345,5;VOLUMETRIC
3385;25/03/2017;1202;VOLUMETRIC
3371;25/03/2017;108,9;VOLUMETRIC
3320;25/03/2017;649,7;VOLUMETRIC
3319;25/03/2017;877,3;VOLUMETRIC
3211;25/03/2017;489;VOLUMETRIC
3203;25/03/2017;452,7;VOLUMETRIC
3129;25/03/2017;51,27;VOLUMETRIC
3119;25/03/2017;622;VOLUMETRIC
3033;25/03/2017;865,46;VOLUMETRIC
2942;25/03/2017;668,9;VOLUMETRIC
2924;25/03/2017;270,45;VOLUMETRIC
2913;25/03/2017;712,76;VOLUMETRIC
2732;25/03/2017;1443,11;VOLUMETRIC
2676;25/03/2017;1090,41;VOLUMETRIC
2647;25/03/2017;664,6;VOLUMETRIC
2600;25/03/2017;905,14;VOLUMETRIC
2572;25/03/2017;1212,47;VOLUMETRIC
2542;25/03/2017;107,2;VOLUMETRIC
2532;25/03/2017;984,5;VOLUMETRIC
2470;25/03/2017;544,5;VOLUMETRIC
2466;25/03/2017;509,4;VOLUMETRIC
2400;25/03/2017;44,27;VOLUMETRIC
2388;25/03/2017;732;VOLUMETRIC
2298;25/03/2017;1182,41;VOLUMETRIC
2224;25/03/2017;879,3;VOLUMETRIC
2198;25/03/2017;589;VOLUMETRIC
2163;25/03/2017;813,03;VOLUMETRIC
2152;25/03/2017;1466;VOLUMETRIC
2141;25/03/2017;256,4;VOLUMETRIC
2094;25/03/2017;1304,23;VOLUMETRIC
1880;25/03/2017;892,9;VOLUMETRIC
1809;25/03/2017;22,64;VOLUMETRIC
1719;25/03/2017;1;VOLUMETRIC
1651;25/03/2017;21,09;VOLUMETRIC
1441;25/03/2017;0,95;VOLUMETRIC
1409;25/03/2017;0,96;VOLUMETRIC
1258;25/03/2017;357,3;VOLUMETRIC
920;25/03/2017;464,7;VOLUMETRIC
724;25/03/2017;1176;VOLUMETRIC
550;25/03/2017;201,32;VOLUMETRIC
528;25/03/2017;473,15;VOLUMETRIC
511;25/03/2017;805,7;VOLUMETRIC
121;25/03/2017;56,27;VOLUMETRIC
45;25/03/2017;497,8;VOLUMETRIC
723;25/03/2017;241,7;VOLUMETRIC
3410ST;24/03/2017;39,86;VOLUMETRIC
3748;24/03/2017;341,5;VOLUMETRIC
3637;24/03/2017;1004;VOLUMETRIC
3511;24/03/2017;873,5;VOLUMETRIC
3441;24/03/2017;332,4;VOLUMETRIC
3420;24/03/2017;64,25;VOLUMETRIC
3419;24/03/2017;63,78;VOLUMETRIC
3328;24/03/2017;1127;VOLUMETRIC
3212;24/03/2017;407,8;VOLUMETRIC
3211;24/03/2017;387,34;VOLUMETRIC
3142;24/03/2017;195,9;VOLUMETRIC
3129;24/03/2017;42,3;VOLUMETRIC
3125;24/03/2017;503,4;VOLUMETRIC
3120;24/03/2017;903,6;VOLUMETRIC
3109;24/03/2017;622,7;VOLUMETRIC
3055;24/03/2017;783,08;VOLUMETRIC
3033;24/03/2017;971,13;VOLUMETRIC
2991;24/03/2017;367,4;VOLUMETRIC
2924;24/03/2017;221,28;VOLUMETRIC
2871;24/03/2017;550,05;VOLUMETRIC
2687;24/03/2017;645,7;VOLUMETRIC
2642;24/03/2017;306,4;VOLUMETRIC
2607;24/03/2017;943,8;VOLUMETRIC
2600;24/03/2017;902,73;VOLUMETRIC
2572;24/03/2017;1191,81;VOLUMETRIC
2400;24/03/2017;37,25;VOLUMETRIC
2388;24/03/2017;813,16;VOLUMETRIC
2377;24/03/2017;277,6;VOLUMETRIC
2345;24/03/2017;327;VOLUMETRIC
2298;24/03/2017;1156,79;VOLUMETRIC
2231;24/03/2017;1280;VOLUMETRIC
2224;24/03/2017;848,2;VOLUMETRIC
2191;24/03/2017;832;VOLUMETRIC
2119;24/03/2017;436,7;VOLUMETRIC
2094;24/03/2017;1155,26;VOLUMETRIC
2034;24/03/2017;622,3;VOLUMETRIC
1482;24/03/2017;599,96;VOLUMETRIC
1441;24/03/2017;1;VOLUMETRIC
1193;24/03/2017;233,79;VOLUMETRIC
881;24/03/2017;52,6;VOLUMETRIC
743;24/03/2017;2,2;VOLUMETRIC
729;24/03/2017;597,7;VOLUMETRIC
724;24/03/2017;1174,15;VOLUMETRIC
716;24/03/2017;675;VOLUMETRIC
563;24/03/2017;757,7;VOLUMETRIC
528;24/03/2017;440,1;VOLUMETRIC
511;24/03/2017;847,37;VOLUMETRIC
338;24/03/2017;195,19;VOLUMETRIC
263;24/03/2017;368,5;VOLUMETRIC
3407ST;23/03/2017;453,8;VOLUMETRIC
3624;23/03/2017;622;VOLUMETRIC
3511;23/03/2017;937,69;VOLUMETRIC
3356;23/03/2017;461,1;VOLUMETRIC
3355;23/03/2017;487;VOLUMETRIC
3309;23/03/2017;248,4;VOLUMETRIC
3282;23/03/2017;326,9;VOLUMETRIC
3211;23/03/2017;352;VOLUMETRIC
3201;23/03/2017;541,7;VOLUMETRIC
3124;23/03/2017;847,4;VOLUMETRIC
3120;23/03/2017;877,6;VOLUMETRIC
3119;23/03/2017;619,03;VOLUMETRIC
3111;23/03/2017;1491;VOLUMETRIC
3107;23/03/2017;803,3;VOLUMETRIC
3100;23/03/2017;324;VOLUMETRIC
3068;23/03/2017;855,18;VOLUMETRIC
2992;23/03/2017;224,5;VOLUMETRIC
2913;23/03/2017;487,5;VOLUMETRIC
2889;23/03/2017;1022;VOLUMETRIC
2871;23/03/2017;606,32;VOLUMETRIC
2739;23/03/2017;1248;VOLUMETRIC
2628;23/03/2017;702,46;VOLUMETRIC
2624;23/03/2017;546,6;VOLUMETRIC
2613;23/03/2017;821,3;VOLUMETRIC
2600;23/03/2017;908;VOLUMETRIC
2572;23/03/2017;1198,32;VOLUMETRIC
2560;23/03/2017;688,4;VOLUMETRIC
2536;23/03/2017;577,74;VOLUMETRIC
2516;23/03/2017;608;VOLUMETRIC
2400;23/03/2017;36;VOLUMETRIC
2389;23/03/2017;250,1;VOLUMETRIC
2388;23/03/2017;770,36;VOLUMETRIC
2377;23/03/2017;249;VOLUMETRIC
2370;23/03/2017;580;VOLUMETRIC
2320;23/03/2017;142;VOLUMETRIC
2298;23/03/2017;1154,35;VOLUMETRIC
2274;23/03/2017;1001;VOLUMETRIC
2224;23/03/2017;839,71;VOLUMETRIC
2195;23/03/2017;873,4;VOLUMETRIC
2193;23/03/2017;1006;VOLUMETRIC
2180;23/03/2017;455,71;VOLUMETRIC
2094;23/03/2017;960;VOLUMETRIC
1861;23/03/2017;9,73;VOLUMETRIC
1816;23/03/2017;654,77;VOLUMETRIC
1538;23/03/2017;1,14;VOLUMETRIC
1441;23/03/2017;1;VOLUMETRIC
1342;23/03/2017;134,6;VOLUMETRIC
1189;23/03/2017;57,78;VOLUMETRIC
1084;23/03/2017;996;VOLUMETRIC
926;23/03/2017;1037,06;VOLUMETRIC
750;23/03/2017;51,35;VOLUMETRIC
724;23/03/2017;1108,89;VOLUMETRIC
528;23/03/2017;444;VOLUMETRIC
276;23/03/2017;89,17;VOLUMETRIC
249;23/03/2017;1,16;VOLUMETRIC
3950;22/03/2017;443,2;VOLUMETRIC
3858;22/03/2017;589,2;VOLUMETRIC
3417;22/03/2017;685,23;VOLUMETRIC
3412;22/03/2017;157,5;VOLUMETRIC
3406;22/03/2017;424,5;VOLUMETRIC
3378;22/03/2017;711,34;VOLUMETRIC
3376;22/03/2017;1098,57;VOLUMETRIC
3328;22/03/2017;1161;VOLUMETRIC
3311;22/03/2017;524,5;VOLUMETRIC
3301;22/03/2017;226,2;VOLUMETRIC
3212;22/03/2017;512,2;VOLUMETRIC
3211;22/03/2017;387,23;VOLUMETRIC
3200;22/03/2017;219,6;VOLUMETRIC
3126;22/03/2017;446,9;VOLUMETRIC
3119;22/03/2017;702,4;VOLUMETRIC
3076;22/03/2017;239;VOLUMETRIC
3070;22/03/2017;599,63;VOLUMETRIC
3068;22/03/2017;862,68;VOLUMETRIC
3048;22/03/2017;616,18;VOLUMETRIC
3000;22/03/2017;813,15;VOLUMETRIC
2970;22/03/2017;947,9;VOLUMETRIC
2968;22/03/2017;1134;VOLUMETRIC
2913;22/03/2017;486,5;VOLUMETRIC
2871;22/03/2017;593,73;VOLUMETRIC
2744;22/03/2017;127,4;VOLUMETRIC
2742;22/03/2017;497,8;VOLUMETRIC
2661;22/03/2017;509;VOLUMETRIC
2643;22/03/2017;542,55;VOLUMETRIC
2641;22/03/2017;142,6;VOLUMETRIC
2604;22/03/2017;1021;VOLUMETRIC
2600;22/03/2017;936,16;VOLUMETRIC
2572;22/03/2017;1240,11;VOLUMETRIC
2400;22/03/2017;40,86;VOLUMETRIC
2388;22/03/2017;788,6;VOLUMETRIC
2384;22/03/2017;676,24;VOLUMETRIC
2381;22/03/2017;499,1;VOLUMETRIC
2360;22/03/2017;633,5;VOLUMETRIC
2299;22/03/2017;837,36;VOLUMETRIC
2282;22/03/2017;450,3;VOLUMETRIC
2274;22/03/2017;1027;VOLUMETRIC
2242;22/03/2017;760,4;VOLUMETRIC
2180;22/03/2017;470,9;VOLUMETRIC
2094;22/03/2017;1017,55;VOLUMETRIC
1813;22/03/2017;9,63;VOLUMETRIC
1655;22/03/2017;1,21;VOLUMETRIC
1481;22/03/2017;63,78;VOLUMETRIC
1411;22/03/2017;72,93;VOLUMETRIC
1052;22/03/2017;1453;VOLUMETRIC
1030;22/03/2017;3,78;VOLUMETRIC
823;22/03/2017;894,6;VOLUMETRIC
724;22/03/2017;1076,71;VOLUMETRIC
C7SP3;21/03/2017;326,9;VOLUMETRIC
3685;21/03/2017;272;VOLUMETRIC
3415;21/03/2017;1022;VOLUMETRIC
3373;21/03/2017;156,43;VOLUMETRIC
3306;21/03/2017;986,5;VOLUMETRIC
3300;21/03/2017;858,4;VOLUMETRIC
3226;21/03/2017;889;VOLUMETRIC
3225;21/03/2017;339,9;VOLUMETRIC
3211;21/03/2017;386,12;VOLUMETRIC
3204;21/03/2017;1161;VOLUMETRIC
3119;21/03/2017;677,14;VOLUMETRIC
3075;21/03/2017;227,1;VOLUMETRIC
3070;21/03/2017;599,63;VOLUMETRIC
3068;21/03/2017;862,68;VOLUMETRIC
3065;21/03/2017;509,3;VOLUMETRIC
3000;21/03/2017;813,15;VOLUMETRIC
2965;21/03/2017;482,83;VOLUMETRIC
2960;21/03/2017;1378;VOLUMETRIC
2904;21/03/2017;768,1;VOLUMETRIC
2749;21/03/2017;865,9;VOLUMETRIC
2742;21/03/2017;474,5;VOLUMETRIC
2739;21/03/2017;1328,83;VOLUMETRIC
2671;21/03/2017;590,5;VOLUMETRIC
2669;21/03/2017;383,1;VOLUMETRIC
2647;21/03/2017;628,52;VOLUMETRIC
2634;21/03/2017;713,6;VOLUMETRIC
2626;21/03/2017;879,4;VOLUMETRIC
2601;21/03/2017;1599;VOLUMETRIC
2572;21/03/2017;1176,1;VOLUMETRIC
2459;21/03/2017;797,25;VOLUMETRIC
2458;21/03/2017;489;VOLUMETRIC
2446;21/03/2017;745,1;VOLUMETRIC
2427;21/03/2017;932,7;VOLUMETRIC
2400;21/03/2017;36,84;VOLUMETRIC
2388;21/03/2017;713,96;VOLUMETRIC
2374;21/03/2017;795,2;VOLUMETRIC
2305;21/03/2017;355,54;VOLUMETRIC
2299;21/03/2017;883,53;VOLUMETRIC
2254;21/03/2017;35,99;VOLUMETRIC
2224;21/03/2017;769,61;VOLUMETRIC
2180;21/03/2017;453,02;VOLUMETRIC
2168;21/03/2017;183,1;VOLUMETRIC
2110;21/03/2017;428;VOLUMETRIC
2104;21/03/2017;464,95;VOLUMETRIC
2094;21/03/2017;1233,94;VOLUMETRIC
1725;21/03/2017;61,14;VOLUMETRIC
1290;21/03/2017;4,44;VOLUMETRIC
1214;21/03/2017;722,7;VOLUMETRIC
758;21/03/2017;3,78;VOLUMETRIC
724;21/03/2017;1076,71;VOLUMETRIC
528;21/03/2017;446,38;VOLUMETRIC
2916ST;20/03/2017;319,69;VOLUMETRIC
1U;20/03/2017;74,15;VOLUMETRIC
4529;20/03/2017;152,8;VOLUMETRIC
3634;20/03/2017;2152;VOLUMETRIC
3426;20/03/2017;674,3;VOLUMETRIC
3357;20/03/2017;120,8;VOLUMETRIC
3269;20/03/2017;206,1;VOLUMETRIC
3230;20/03/2017;401,6;VOLUMETRIC
3211;20/03/2017;378,51;VOLUMETRIC
3200;20/03/2017;232,35;VOLUMETRIC
3119;20/03/2017;617,14;VOLUMETRIC
3070;20/03/2017;622,11;VOLUMETRIC
3068;20/03/2017;855,18;VOLUMETRIC
2980;20/03/2017;396,3;VOLUMETRIC
2938;20/03/2017;563,1;VOLUMETRIC
2889;20/03/2017;1013,31;VOLUMETRIC
2746;20/03/2017;400,9;VOLUMETRIC
2659;20/03/2017;855,2;VOLUMETRIC
2601;20/03/2017;1604;VOLUMETRIC
2600;20/03/2017;878,5;VOLUMETRIC
2590;20/03/2017;922,4;VOLUMETRIC
2572;20/03/2017;1225,14;VOLUMETRIC
2465;20/03/2017;1104,22;VOLUMETRIC
2402;20/03/2017;924,3;VOLUMETRIC
2400;20/03/2017;38,66;VOLUMETRIC
2388;20/03/2017;849,88;VOLUMETRIC
2328;20/03/2017;969,5;VOLUMETRIC
2299;20/03/2017;865,21;VOLUMETRIC
2224;20/03/2017;810,92;VOLUMETRIC
2180;20/03/2017;469,26;VOLUMETRIC
2178;20/03/2017;1381;VOLUMETRIC
2141;20/03/2017;405,96;VOLUMETRIC
2124;20/03/2017;334,31;VOLUMETRIC
2094;20/03/2017;1156,07;VOLUMETRIC
2053;20/03/2017;1141;VOLUMETRIC
1528;20/03/2017;1,34;VOLUMETRIC
1441;20/03/2017;0,99;VOLUMETRIC
1239;20/03/2017;352,17;VOLUMETRIC
1157;20/03/2017;21,75;VOLUMETRIC
1114;20/03/2017;573,48;VOLUMETRIC
917;20/03/2017;95,89;VOLUMETRIC
910;20/03/2017;420,23;VOLUMETRIC
724;20/03/2017;1108,89;VOLUMETRIC
C2PP3;19/03/2017;436,1;VOLUMETRIC
2031ST;19/03/2017;876,4;VOLUMETRIC
3744;19/03/2017;75;VOLUMETRIC
3690;19/03/2017;1614,84;VOLUMETRIC
3434;19/03/2017;214,4;VOLUMETRIC
3426;19/03/2017;672,6;VOLUMETRIC
3424;19/03/2017;926,3;VOLUMETRIC
3376;19/03/2017;1070;VOLUMETRIC
3274;19/03/2017;53,94;VOLUMETRIC
3212;19/03/2017;420,43;VOLUMETRIC
3211;19/03/2017;371,05;VOLUMETRIC
3119;19/03/2017;629,66;VOLUMETRIC
3070;19/03/2017;622,11;VOLUMETRIC
3068;19/03/2017;843,93;VOLUMETRIC
3067;19/03/2017;159,54;VOLUMETRIC
3002;19/03/2017;12,03;VOLUMETRIC
2952;19/03/2017;729,86;VOLUMETRIC
2919;19/03/2017;842,7;VOLUMETRIC
2746;19/03/2017;402,2;VOLUMETRIC
2740;19/03/2017;900,8;VOLUMETRIC
2613;19/03/2017;883,56;VOLUMETRIC
2600;19/03/2017;884,5;VOLUMETRIC
2572;19/03/2017;1205,18;VOLUMETRIC
