REGISTRO;POZO;ALS;AREA;FORMACION;FechaMonitoreo; BWPD ; BOPD ; BFPD ;BSW; PPMaverage ; PPMmax ;P25to45;P45to106;P106to250;P250to425;PM425;CUADRILLA
2524;2868;PCP;CIRA NORTE;MUGROSA C;1-mar;565;35,9;600,9;93,96%;16,51;17,05;57,23%;;40,19%;2,33%;0,24%;C1
2525;2160;PCP;CIRA ESTE;MUGROSA C;1-mar;16;20,96;36,96;44,00%;9,37;13,94;35,71%;;42,59%;18,32%;3,38%;C1
2526;1189;BM;CIRA ESTE;MUGROSA B;4-mar;25;34,68;59,68;41,67%;41,27;104,83;40,12%;;43,12%;14,28%;2,48%;C1
2527;1745;BM;CIRA ESTE;MUGROSA B;4-mar;0,194;6,286;6,48;3,00%;62,69;64,49;49,96%;;36,89%;10,79%;2,36%;C1
2528;2517;PCP;CIRA ESTE;MUGROSA B;4-mar;59;7,65;66,65;88,37%;7,71;7,88;65,36%;;6,66%;24,91%;3,07%;C1
2529;2242;ESP;CIRA NORTE;MUGROSA C;4-mar;551;7,3;558,3;98,77%;538,88;1151,89;66,94%;;8,79%;23,90%;0,36%;C1
2530;3609;ESP;CIRA NORTE;MUGROSA C;1-mar;219;30;249;88,00%;16,5;16,88;25,85%;;32,45%;29,55%;12,16%;C2
2531;3634;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;1-mar;2658;98;2756;96,43%;7,38;7,88;14,57%;;33,15%;32,79%;19,49%;C2
2532;2419;BM;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;4-mar;210;22,8;232,8;90,38%;3,84;6,93;42,86%;;21,26%;14,95%;20,93%;C2
2533;3395;BM;INFA SUR;MUGROSA CD;4-mar;219;60,9;279,9;78,26%;52,08;230,05;67,16%;;30,53%;1,46%;0,85%;C2
2534;3619;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;4-mar;556;40,2;596,2;93,33%;300,19;305,44;24,25%;;44,46%;25,17%;6,11%;C2
2535;3344;TUNDRA;INFA SUR;MUGROSA CD;4-mar;72;95,5;167,5;43,20%;4,65;4,87;49,57%;;22,77%;16,71%;10,95%;C2
2536;3427;PCP;CIRA SUR;MUGROSA C;1-mar;721;326;1047;68,90%;9,26;9,3;84,26%;;12,34%;2,27%;1,13%;C3
2537;3437;ESP;CIRA SUR;MUGROSA C;1-mar;841;104,4;945,4;89,00%;6,35;28,28;22,26%;;27,17%;35,85%;14,72%;C3
2538;3450;ESP;CIRA SUR;MUGROSA C;4-mar;1619;202;1821;88,89%;3,43;4,55;27,02%;;42,81%;22,46%;7,72%;C3
2539;2278;PCP;CIRA NORTE;MUGROSA C;4-mar;637;53;690;92,30%;9,17;9,21;48,86%;;29,86%;11,57%;9,71%;C3
2540;3431;ESP;CIRA NORTE;MUGROSA C;4-mar;153;20,21;173,21;88,14%;1,43;1,44;53,21%;;18,35%;6,42%;22,02%;C3
2541;2101;ESP;CIRA SUR;MUGROSA C;4-mar;1900;138;2038;93,24%;12,46;13,28;28,29%;;38,95%;21,99%;10,77%;C3
2542;2273;ESP;CIRA NORTE;MUGROSA C;5-mar;619;62,8;681,8;90,76%;195,28;203,82;82,70%;;14,52%;2,25%;0,53%;C1
2543;3940;ESP;CIRA NORTE;MUGROSA C;5-mar;891;32;923;96,55%;256,39;264,55;6,47%;;11,72%;49,42%;32,38%;C1
2544;2030;ESP;CIRA NORTE;MUGROSA C;5-mar;742;25,28;767,28;96,67%;24,29;34,61;55,00%;;33,78%;9,35%;1,86%;C1
2545;3912;PCP;CIRA NORTE;LA PAZ C;5-mar;52;41;93;55,79%;36,33;39,65;25,87%;;46,84%;21,86%;5,44%;C1
2546;5100;PCP;CIRA NORTE;MUGROSA B;6-mar;9;11;20;43,38%;39,12;44,83;7,49%;;36,69%;40,11%;15,72%;C1
2547;2127;PCP;CIRA SUR;MUGROSA B;6-mar;6;33;39;14,37%;2,59;4,92;29,17%;;21,43%;39,88%;9,52%;C1
2548;2994;PCP;CIRA SUR;MUGROSA C;6-mar;244;2,56;246,56;98,77%;115,31;216,58;88,44%;;10,76%;0,31%;0,49%;C1
2549;2123;PCP;CIRA SUR;MUGROSA C;6-mar;80;88;168;47,54%;113,05;114,4;39,43%;;41,67%;18,26%;0,63%;C1
2550;3443;ESP;CIRA SUR;MUGROSA C;5-mar;283;55,3;338,3;83,65%;5,13;5,15;27,81%;;15,31%;38,01%;18,88%;C3
2551;3073;PCP;CIRA SUR;MUGROSA C;5-mar;897;155;1052;85,29%;10,79;10,91;53,76%;;33,62%;9,34%;3,28%;C3
2552;2691;PCP;CIRA SUR;MUGROSA C;5-mar;4;64;68;6,00%;394,81;397,21;94,46%;;4,96%;0,27%;0,32%;C3
2553;2116;ESP;CIRA SUR;MUGROSA C;5-mar;621;44,48;665,48;93,33%;54,6;94,2;18,27%;;45,62%;32,91%;3,21%;C3
2554;2119;BM;CIRA SUR;MUGROSA C;6-mar;300;28,5;328,5;91,37%;15,66;15,93;28,61%;;45,64%;17,53%;8,22%;C3
2555;2289;BM;CIRA NORTE;MUGROSA C;6-mar;1001;28;1029;97,26%;6,89;8,04;60,49%;;25,22%;8,64%;5,64%;C3
2556;4637;ESP;CIRA SUR;MUGROSA C;6-mar;204;91,2;295,2;68,94%;19,65;19,76;30,82%;;36,76%;26,48%;5,94%;C3
2557;2536;ESP;CIRA SUR;MUGROSA C;6-mar;822;46,76;868,76;94,60%;88,11;187,4;37,31%;;32,76%;26,58%;3,35%;C3
2558;3656;BM;CIRA SUR;MUGROSA B;5-mar;140;297,2;437,2;32,00%;3,03;3,21;46,09%;;25,65%;8,70%;19,57%;C2
2559;4541;TUNDRA;INFA SUR;MUGROSA CD;5-mar;635;31,6;666,6;95,21%;49,55;51,43;58,38%;;38,96%;1,67%;0,99%;C2
2560;3328;ESP;INFA SUR;MUGROSA CD;5-mar;1457;114;1571;92,73%;7,78;22,73;22,56%;;45,98%;16,24%;15,21%;C2
2561;3677;BM;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;5-mar;641;76,98;717,98;89,29%;11,05;18,01;27,21%;;40,44%;15,63%;16,73%;C2
2562;3630;TUNDRA;INFA SUR;MUGROSA C;6-mar;275;123;398;69,07%;6,95;11,01;71,86%;;20,13%;6,06%;1,95%;C2
2563;3387;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;6-mar;1706;87;1793;95,15%;3,62;6,55;11,54%;;17,79%;30,29%;40,38%;C2
2564;3655;BM;INFA SUR;MUGROSA C;6-mar;429;57;486;88,33%;42,52;76,89;3,67%;;27,77%;40,08%;28,48%;C2
2565;3224;ESP;INFA SUR;MUGROSA C;6-mar;1519;49,11;1568,11;96,90%;33,65;64,98;5,55%;;43,48%;44,40%;6,58%;C2
2566;5049;BM;CIRA SUR;MUGROSA B;7-mar;1;40;41;2,00%;10,84;11,18;38,92%;;30,86%;16,25%;13,98%;C1
2567;5099;BM;CIRA SUR;MUGROSA B;7-mar;146;33;179;81,68%;30,71;34,95;56,74%;;30,93%;9,76%;2,56%;C1
2568;5048;BM;CIRA SUR;MUGROSA B;7-mar;118;27;145;81,66%;5,38;10,78;22,86%;;44,46%;26,79%;5,89%;C1
2569;2936;BM;CIRA SUR;MUGROSA B;7-mar;8;8;16;52,00%;1,59;2,69;44,13%;;21,79%;18,99%;15,08%;C1
2570;5100;ESP;CIRA SUR;MUGROSA B;8-mar;9;11;20;43,38%;1,75;3,51;56,73%;;24,56%;12,87%;5,85%;C1
2571;2924;BM;CIRA SUR;MUGROSA B;8-mar;578;38,4;616,4;93,75%;57,28;58,83;82,19%;;17,08%;0,55%;0,18%;C1
2572;5050;PCP;CIRA SUR;MUGROSA B;8-mar;297;94,44;391,44;76,00%;86,95;155,7;72,10%;;18,48%;5,92%;3,51%;C1
2573;2418;BM;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;7-mar;768;26,1;794,1;96,77%;11,25;12,13;48,48%;;20,73%;12,85%;17,94%;C2
2574;3791;ESP;INFA CENTRAL;MUGROSA C;7-mar;1563;131;1694;92,26%;31,48;31,87;10,23%;;58,81%;28,52%;2,43%;C2
2575;3015;PCP;CIRA ESTE;MUGROSA C;7-mar;21;243,7;264,7;8,00%;5,54;7,55;38,39%;;40,94%;15,55%;5,12%;C2
2576;2778;PCP;CIRA ESTE;MUGROSA C;7-mar;457;80;537;85,08%;35,4;83,04;71,08%;;21,58%;4,23%;3,10%;C2
2577;4807;PCP;CIRA ESTE;MUGROSA C;8-mar;998;47;1045;95,51%;26,2;27,69;88,64%;;9,39%;1,11%;0,86%;C2
2578;3591;PCP;CIRA ESTE;MUGROSA C;8-mar;365;38,8;403,8;90,37%;653,1;827,56;41,71%;;41,02%;14,07%;3,20%;C2
2579;2231;ESP;CIRA NORTE;MUGROSA C;8-mar;1368;9;1377;99,38%;32,19;33,28;68,06%;;29,73%;1,72%;0,49%;C2
2580;2192;ESP;CIRA SUR;MUGROSA C;8-mar;638;21,8;659,8;96,72%;82,87;133,14;18,34%;;65,83%;13,20%;2,63%;C2
2581;3455;ESP;;;7-mar;310;46,1;356,1;86,95%;65,34;68,65;81,24%;;17,48%;0,53%;0,75%;C3
2582;3436;ESP;CIRA SUR;MUGROSA C;7-mar;849;116,3;965,3;87,91%;10,17;10,2;21,11%;;26,38%;36,42%;16,09%;C3
2583;3452;ESP;CIRA SUR;MUGROSA C;7-mar;1061;98;1159;91,52%;6,17;14,68;38,19%;;33,42%;15,83%;12,56%;C3
2584;4622;ESP;CIRA SUR;MUGROSA C;7-mar;175;28,9;203,9;85,85%;18,56;20,33;34,17%;;36,45%;10,44%;18,94%;C3
2585;3470;PCP;CIRA SUR;MUGROSA C;8-mar;1;7,7;8,7;13,72%;209,19;403,22;59,89%;;30,46%;8,27%;1,37%;C3
2586;3464;PCP;CIRA SUR;MUGROSA C;8-mar;506;41,5;547,5;92,42%;20,25;20,41;67,62%;;29,40%;2,20%;0,78%;C3
2587;3498;BM;;;8-mar;11;359,2;370,2;3,00%;1123,72;1652;57,31%;;38,67%;3,73%;0,29%;C3
2588;4614;BM;;;8-mar;222;171,2;393,2;56,49%;135,01;136,55;62,83%;;30,37%;2,69%;4,10%;C3
2589;2160;BM;CIRA SUR;MUGROSA C;11-mar;16;20,96;36,96;44,00%;4,88;5,64;24,36%;;24,36%;33,43%;17,85%;C1
2590;2683;ESP;CIRA SUR;MUGROSA C;11-mar;447;42,9;489,9;91,31%;4,52;6,69;51,43%;;20,32%;17,14%;11,11%;C1
2591;2868;PCP;CIRA ESTE;MUGROSA C;11-mar;565;35,9;600,9;93,96%;2,56;3,28;50,23%;;31,22%;10,86%;7,69%;C1
2592;2627;PCP;CIRA SUR;MUGROSA C;11-mar;253;18,2;271,2;93,26%;5,34;5,67;71,00%;;18,70%;5,96%;4,34%;C1
2593;1745;BM;CIRA ESTE;MUGROSA B;12-mar;0,19;6,29;6,48;3,00%;5,76;8,14;18,59%;;39,76%;36,00%;5,65%;C1
2594;2910;TUNDRA;CIRA SUR;MUGROSA B;12-mar;525;73,6;598,6;87,71%;3,24;3,41;22,22%;;40,08%;25,00%;12,70%;C1
2595;2517;PCP;CIRA NORTE;MUGROSA C;12-mar;59;7,65;66,65;88,37%;21,04;29,72;80,09%;;13,57%;2,94%;3,39%;C1
2596;2242;ESP;CIRA NORTE;MUGROSA C;12-mar;551;7,3;558,3;98,77%;3,44;6,32;71,93%;;11,84%;2,63%;13,60%;C1
2597;3225;BM;INFA SUR;MUGROSA C;11-mar;7;725,9;732,9;1,00%;3,07;3,07;26,41%;;18,18%;36,80%;18,61%;C2
2598;4527;ESP;;;11-mar;877;74,1;951,1;92,22%;11,73;12,04;79,50%;;17,57%;2,14%;0,79%;C2
2599;3682;BM;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;11-mar;1188;74;1262;94,12%;7,61;8;28,50%;;18,13%;48,70%;4,66%;C2
2600;2398;BM;;;11-mar;4;373;377;1,00%;122,92;201,61;90,50%;;8,75%;0,60%;0,15%;C2
2601;3719;BM;INFA CENTRAL;MUGROSA C;12-mar;1231;45,26;1276,26;96,43%;9,03;12,25;63,44%;;26,76%;5,90%;3,89%;C2
2602;2019;BM;INFA NORTE;MUGROSA C;12-mar;331;19,6;350,6;94,29%;4,23;7,29;45,60%;;29,33%;13,60%;11,47%;C2
2603;3712;BM;INFA CENTRAL;MUGROSA C;12-mar;302;2,6;304,6;99,05%;3,88;4,06;70,07%;;17,35%;10,20%;2,38%;C2
2604;2403;ESP;INFA CENTRAL;MUGROSA C;12-mar;1140;122;1262;90,31%;7,84;23,07;20,54%;;31,14%;36,43%;11,89%;C2
2605;2664;BM;CIRA NORTE;MUGROSA C;11-mar;783;85,05;868,05;90,18%;2,17;2,91;45,26%;;21,58%;14,21%;18,95%;C3
2606;2562;PCP;CIRA NORTE;MUGROSA C;11-mar;353;10,5;363,5;97,15%;6,24;13,64;21,64%;;11,82%;60,92%;5,61%;C3
2607;2222;BM;CIRA NORTE;MUGROSA C;11-mar;332;31,5;363,5;91,34%;98,39;99,28;88,90%;;10,49%;0,24%;0,37%;C3
2608;3508;BM;CIRA ESTE;MUGROSA C;11-mar;121;58,8;179,8;67,56%;7,77;7,83;63,68%;;22,13%;10,30%;3,89%;C3
2609;2491;ESP;INFA NORTE;MUGROSA C;12-mar;1133;96,45;1229,45;92,39%;14,95;15,01;51,09%;;30,10%;15,57%;3,24%;C3
2610;2325;ESP;INFA CENTRAL;MUGROSA C;12-mar;1388;139;1527;90,91%;3,43;3,46;39,46%;;34,87%;15,33%;10,34%;C3
2611;2101;ESP;CIRA SUR;MUGROSA C;12-mar;1900;138;2038;93,24%;9,47;37,29;65,56%;;30,89%;2,66%;0,89%;C3
2612;2852;BM;CIRA ESTE;MUGROSA C;12-mar;455;32,1;487,1;93,33%;4,76;8,37;76,69%;;18,05%;3,76%;1,50%;C3
2613;5058;BM;CIRA SUR;MUGROSA B;13-mar;5;3;8;62,04%;3,13;3,57;58,74%;;26,91%;12,11%;2,24%;C1
2614;2123;PCP;CIRA SUR;MUGROSA B;13-mar;80;88;168;47,54%;1,95;7,02;35,92%;;27,11%;19,37%;17,61%;C1
2615;5048;BM;CIRA SUR;MUGROSA B;13-mar;118;27;145;81,66%;2,19;2,25;34,55%;;39,39%;18,18%;7,88%;C1
2616;5100;PCP;CIRA SUR;MUGROSA B;13-mar;9;11;20;43,38%;5,97;6,25;29,35%;;53,04%;13,04%;4,57%;C1
2617;3713;PCP;INFA CENTRAL;MUGROSA C;13-mar;1068;44;1112;96,00%;38,97;134,85;66,96%;;27,71%;3,18%;2,16%;C2
2618;3869;ESP;INFA CENTRAL;MUGROSA C;13-mar;1465;59,06;1524,06;96,13%;121,78;196,02;14,65%;;36,69%;37,66%;11,01%;C2
2619;3145;ESP;INFA CENTRAL;MUGROSA C;13-mar;996;80;1076;92,61%;10,5;16,4;22,64%;;36,65%;32,69%;8,02%;C2
2620;3376;ESP;INFA NORTE;MUGROSA C;13-mar;1023;115,58;1138,58;89,88%;6,66;6,67;19,29%;;28,54%;42,32%;9,84%;C2
2621;2661;PCP;CIRA SUR;MUGROSA C;13-mar;528;32,1;560,1;94,23%;2,16;2,17;57,58%;;21,21%;11,52%;9,70%;C3
2622;2636;PCP;CIRA SUR;MUGROSA C;13-mar;383;55,3;438,3;87,39%;4,72;5,03;57,53%;;30,41%;7,95%;4,11%;C3
2623;2598;BM;CIRA SUR;MUGROSA C;13-mar;0,04;8,9;8,94;0,40%;3,83;7,98;78,87%;;13,62%;5,40%;2,11%;C3
2624;3968;PCP;CIRA SUR;MUGROSA C;13-mar;1022;97;1119;91,35%;115,61;169,2;94,45%;;2,52%;0,91%;2,12%;C3
2625;5049;BM;CIRA SUR;MUGROSA B;14-mar;1;40;41;2,00%;4,87;5,19;34,02%;;42,46%;11,00%;12,53%;C1
2626;5099;BM;CIRA SUR;MUGROSA B;14-mar;146;33;179;81,68%;1,7;2,09;48,30%;;27,21%;15,65%;8,84%;C1
2627;5050;BM;CIRA SUR;MUGROSA B;14-mar;297;94,44;391,44;76,00%;10,052;21,85;77,03%;;17,29%;3,25%;2,44%;C1
2628;2924;BM;CIRA SUR;MUGROSA C;14-mar;578;38,4;616,4;93,75%;10;19,38;79,91%;;14,42%;2,84%;2,84%;C1
2629;1189;BM;CIRA ESTE;MUGROSA B;15-mar;25;34,68;59,68;41,67%;3,34;8,06;78,68%;;15,40%;3,21%;2,71%;C1
2630;2562;PCP;CIRA NORTE;MUGROSA C;15-mar;353;10,5;363,5;97,15%;5,34;8,08;78,71%;;10,64%;5,32%;5,32%;C1
2631;2273;ESP;CIRA NORTE;MUGROSA C;15-mar;619;62,8;681,8;90,76%;7,54;9,89;70,31%;;23,18%;3,13%;3,39%;C1
2632;2030;ESP;CIRA SUR;MUGROSA C;15-mar;742;25,28;767,28;96,67%;8,2;8,8;50,46%;;35,85%;11,23%;2,46%;C1
2633;5048;BM;CIRA SUR;MUGROSA B;18-mar;118;27;145;81,66%;2,57;2,61;52,31%;;28,72%;11,28%;7,69%;C1
2634;5100;PCP;CIRA SUR;MUGROSA B;18-mar;9;11;20;43,38%;2,81;0,91;63,24%;;20,59%;10,29%;5,88%;C1
2635;3114;PCP;INFA CENTRAL;MUGROSA C;14-mar;348;57,6;405,6;85,84%;34,56;67,48;71,97%;;12,24%;13,21%;2,59%;C2
2636;3765;PCP;INFA CENTRAL;MUGROSA C;14-mar;740;44,69;784,69;94,34%;9,91;9,93;45,29%;;41,57%;9,30%;3,85%;C2
2637;2466;BM;INFA CENTRAL;MUGROSA C;14-mar;629;55,1;684,1;92,00%;4,01;5,59;24,27%;;44,34%;24,92%;6,47%;C2
2638;3751;TUNDRA;INFA CENTRAL;MUGROSA C;14-mar;264;21,49;285,49;92,31%;21,73;21,97;62,57%;;20,71%;9,21%;7,51%;C2
2639;3750;TUNDRA;INFA CENTRAL;MUGROSA C;15-mar;665;14,32;679,32;97,86%;24,69;24,73;52,06%;;45,22%;2,08%;0,64%;C2
2640;2671;ESP;CIRA SUR;MUGROSA C;15-mar;1387;23,56;1410,56;98,35%;106,24;111,22;39,41%;;34,88%;24,26%;1,45%;C2
2641;3355;BM;INFA NORTE;MUGROSA C;15-mar;451;65,1;516,1;87,43%;194,42;212,87;2,60%;;25,10%;58,67%;13,63%;C2
2642;2557;PCP;CIRA NORTE;MUGROSA C;15-mar;141;49,81;190,81;73,87%;248,22;366,75;0,56%;;0,56%;97,73%;1,14%;C2
2643;2637;ESP;CIRA SUR;MUGROSA C;18-mar;602;87;689;87,43%;12,72;19,33;62,18%;;30,51%;4,70%;2,60%;C2
2644;359;BM;INFA NORTE;MUGROSA C;18-mar;120;3;123;97,69%;6,46;6,48;47,76%;;38,98%;10,00%;3,27%;C2
2645;3967;PCP;CIRA SUR;MUGROSA C;14-mar;575;54,6;629,6;91,40%;3,96;3,97;73,09%;;12,29%;10,63%;3,99%;C3
2646;2914;ESP;CIRA SUR;MUGROSA C;14-mar;1028;98;1126;91,33%;1,87;1,89;39,58%;;25,69%;22,92%;11,81%;C3
2647;2990;PCP;CIRA SUR;MUGROSA C;14-mar;356;13,6;369,6;96,26%;16,95;17,72;85,83%;;8,37%;2,66%;3,14%;C3
2648;2941;ESP;CIRA SUR;MUGROSA C;14-mar;1208;118;1326;91,07%;89,37;89,93;44,54%;;41,55%;12,94%;0,97%;C3
2649;2536;ESP;CIRA NORTE;MUGROSA C;15-mar;822;46,76;868,76;94,60%;38,66;56,09;73,13%;;22,53%;3,65%;0,69%;C3
2650;4614;BM;;;15-mar;220;173;393;56,00%;1378,16;1434;57,08%;;40,49%;2,35%;0,08%;C3
2651;2101;ESP;CIRA SUR;MUGROSA C;15-mar;1900;138;2038;93,24%;12,65;33,23;59,76%;;33,07%;3,59%;3,59%;C3
2652;3498;BM;;;15-mar;111;259;370;30,00%;15,73;60,99;38,65%;;40,80%;19,72%;0,82%;C3
2653;3446;PCP;CIRA SUR;MUGROSA C;18-mar;936;46,5;982,5;95,22%;31,28;31,61;50,31%;;6,33%;22,98%;20,38%;C3
2654;3442;ESP;CIRA SUR;MUGROSA C;18-mar;579;64,5;643,5;90,04%;3,59;3,6;19,71%;;19,71%;47,08%;13,50%;C3
2655;5049;BM;CIRA SUR;MUGROSA C;18-mar;1;40;41;2,00%;5,04;5,28;53,03%;;40,37%;4,49%;2,11%;C1
2656;5099;BM;CIRA SUR;MUGROSA C;18-mar;146;33;179;81,68%;11,86;21,21;27,33%;;31,29%;31,29%;10,10%;C1
2657;2123;PCP;CIRA SUR;MUGROSA C;19-mar;80;88;168;47,54%;11,59;15,14;39,59%;;35,69%;20,95%;3,78%;C1
2658;2910;TUNDRA;CIRA SUR;MUGROSA B;19-mar;525;73,6;598,6;87,71%;2,6;3,47;37,88%;;41,41%;16,16%;4,55%;C1
2659;2627;PCP;CIRA SUR;MUGROSA C;19-mar;253;0;217,2;93,26%;15,35;20,43;57,94%;;23,82%;8,78%;9,46%;C1
2660;5050;PCP;CIRA SUR;MUGROSA B;19-mar;297;94,44;391,44;76,00%;31,73;47,53;64,70%;;27,10%;6,18%;2,03%;C1
2661;5058;BM;CIRA SUR;MUGROSA B;20-mar;5;3;8;62,04%;2,89;4,01;47,03%;;27,57%;14,59%;10,81%;C1
2662;2924;BM;CIRA SUR;MUGROSA C;20-mar;385;46,99;431,99;89,04%;14,78;26,59;51,61%;;36,64%;9,09%;2,66%;C1
2663;2242;ESP;CIRA NORTE ;MUGROSA C;20-mar;358;13,3;371,3;96,55%;34,67;46,87;67,31%;;27,69%;2,69%;2,31%;C1
2664;2683;ESP;CIRA SUR;MUGROSA C;20-mar;204;35,1;239,1;85,51%;8,3;16,74;63,31%;;28,21%;3,97%;4,50%;C1
2665;2868;PCP;CIRA ESTE;MUGROSA C;21-mar;384;31,9;415,9;92,31%;17,38;31,71;75,46%;;18,92%;2,96%;2,66%;C1
2666;2517;PCP;CIRA NORTE;MUGROSA C;21-mar;26;10,47;36,47;72,25%;4,87;5,07;62,13%;;29,43%;7,36%;1,09%;C1
2667;263;BM;INFA NORTE;LA PAZ C;18-mar;100;13,06;113,06;88,89%;13,7;28,37;68,45%;;25,36%;4,18%;2,01%;C2
2668;3969;ESP;CIRA SUR;MUGROSA C;18-mar;1492;154;1646;90,64%;41,32;99,66;85,63%;;12,76%;1,08%;0,53%;C2
2669;2394;BM;INFA NORTE ;MUGROSA C;19-mar;812;42,7;854,7;95,00%;5,82;7,03;67,30%;;14,44%;6,54%;11,72%;C2
2670;3441;ESP;CIRA SUR;MUGROSA C;19-mar;1353;206,58;1559,58;86,78%;11,27;17,85;58,78%;;13,90%;17,68%;9,63%;C2
2671;2391;BM;INFA CENTRAL;MUGROSA C;19-mar;0;2,4;2,4;0,10%;3,66;4,43;61,99%;;23,68%;10,90%;3,43%;C2
2672;3686;ESP;INFA SUR;MUGROSA C;19-mar;1808;142;1950;92,73%;4,4;7,7;21,31%;;23,50%;26,23%;28,96%;C2
2673;306;BM;INFA CENTRAL;MUGROSA C;20-mar;0;10;10;0,15%;0,99;1,43;64,95%;;18,56%;8,25%;8,25%;C2
2674;3880;BM;INFA CENTRAL;MUGROSA C;20-mar;573;81,64;654,64;87,47%;11,98;13,29;20,64%;;33,25%;32,23%;13,89%;C2
2675;3637;BM;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;20-mar;1198;80;1278;93,75%;2,47;2,78;31,67%;;31,67%;30,00%;6,67%;C2
2676;3868;BM;INFA CENTRAL;ESMERALDAS - LA PAZ - MUGROSA DC;20-mar;3;27,64;30,64;9,20%;9,75;19,31;54,42%;;36,42%;3,89%;5,26%;C2
2677;3282;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;21-mar;644;36,24;680,24;94,74%;9,21;9,39;9,74%;;33,49%;32,88%;23,90%;C2
2678;3624;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;21-mar;656;71;727;90,27%;4,25;8,71;11,66%;;42,75%;38,08%;7,51%;C2
2679;3958;TUNDRA;CIRA SUR;MUGROSA C;18-mar;187;31,9;218,9;85,62%;1,59;1,61;60,18%;;25,66%;10,62%;3,54%;C3
2680;3498;BM ;;;18-mar;1;369,2;370,2;0,30%;135,81;137,61;81,65%;;14,19%;3,64%;0,82%;C3
2681;3447;BM;CIRA SUR;MUGROSA C;19-mar;722;48,4;770,4;93,75%;8;8,08;51,39%;;34,04%;10,47%;4,09%;C3
2682;4614;BM;;;19-mar;222;171,2;393,2;56,49%;52,6;53,08;60,11%;;31,91%;2,53%;5,45%;C3
2683;2101;ESP;CIRA SUR;MUGROSA C;19-mar;1601;98;1699;94,22%;3,42;3,45;44,44%;;37,55%;13,41%;4,60%;C3
2684;3472;PCP;CIRA SUR;MUGROSA C;19-mar;77;127,3;204,3;37,75%;19,71;20,03;51,09%;;31,04%;13,08%;4,80%;C3
2685;5102;BM;CIRA SUR;MUGROSA C;20-mar;10,37;0;3,83;1,51%;1,51;1,59;42,98%;;32,46%;13,16%;11,40%;C3
2686;5052;BM;CIRA SUR;MUGROSA C;20-mar;1;68,39;69,39;1,04%;5,09;5,29;76,55%;;17,53%;5,15%;0,77%;C3
2687;5103;BM;CIRA SUR;MUGROSA C;20-mar;0;12,14;12,14;0,00%;1,28;1,37;43,30%;;19,59%;16,49%;20,62%;C3
2688;5105;BM;CIRA SUR;MUGROSA C;20-mar;1;16,85;17,85;6,19%;1,31;1,32;41,11%;;24,44%;15,56%;18,89%;C3
2689;5055;BM;CIRA SUR;MUGROSA C;21-mar;1;41,87;42,87;1,34%;1;1,02;44,16%;;24,68%;14,29%;16,88%;C3
2690;5051;BM;CIRA SUR;MUGROSA C;21-mar;0;8,6;8,6;1,34%;2,34;3,62;20,89%;;26,58%;43,67%;8,86%;C3
2691;1745;BM;CIRA ESTE;MUGROSA B;21-mar;1;5,55;6,55;17,00%;5,79;6,26;26,62%;;44,91%;24,77%;3,70%;C1
2692;2160;BM;CIRA SUR;MUGROSA C;21-mar;1;36,2;37,2;3,00%;4,79;5,36;37,10%;;42,61%;13,91%;6,38%;C1
2693;3912;PCP;CIRA NORTE;LA PAZ C;22-mar;46;45,95;91,95;50,53%;2,15;4,93;48,15%;;31,31%;14,81%;5,72%;C1
2694;2127;PCP;CIRA SUR;MUGROSA C;22-mar;18;43;61;30,26%;2,78;2,81;49,53%;;31,78%;10,28%;8,41%;C1
2695;3940;ESP;CIRA NORTE;MUGROSA C;22-mar;787;29,3;816,3;96,45%;39,07;39,62;14,84%;;39,48%;34,21%;11,47%;C1
2696;2994;PCP;CIRA SUR;MUGROSA C;22-mar;272;20,71;292,71;92,93%;15,69;30,23;82,58%;;11,46%;3,90%;2,06%;C1
2697;3957;BM;CIRA SUR;MUGROSA C;21-mar;569;46,4;615,4;92,53%;3,33;3,43;60,16%;;27,09%;5,98%;6,77%;C3
2698;2241;PCP;CIRA NORTE;MUGROSA C;21-mar;1136;40;1176;96,59%;4,37;27,32;73,84%;;22,45%;2,32%;1,39%;C3
2699;2101;ESP;CIRA SUR;MUGROSA C;22-mar;1601;98;1699;94,22%;11,79;11,83;55,87%;;37,43%;5,47%;1,23%;C3
2700;3955;BM;CIRA SUR;MUGROSA C;22-mar;242;24,2;266,2;90,89%;7,92;7,96;29,47%;;21,69%;7,78%;41,06%;C3
2701;3498;BM;;;22-mar;11;359,2;370,2;3,00%;0,73;0,74;14,29%;;39,29%;25,00%;21,43%;C3
2702;4614;BM;;;22-mar;222;171,2;393,2;56,49%;56,32;61,11;64,65%;;30,82%;2,93%;1,60%;C3
2703;5048;BM;CIRA SUR;MUGROSA B;26-mar;133;32;165;80,67%;1,88;3,73;48,19%;;22,89%;13,25%;15,56%;C1
