REGISTRO;POZO;ALS;AREA;FORMACION;FechaMonitoreo; BWPD ; BOPD ; BFPD ;BSW; PPMaverage ; PPMmax ;P25to45;P45to106;P106to250;P250to425;PM425;CUADRILLA
3315;3020;ESP;;;11-jun;4;50,98;54,98;7,19%;5,44;5,46;50,00%;;37,98%;7,21%;4,81%;C3
3316;2757;PCP;CIRA ESTE;MUGROSA C;11-jun;102;16,25;118,25;86,20%;8,32;8,41;62,75%;;25,82%;3,13%;8,29%;C3
3317;2557;PCP;CIRA NORTE;MUGROSA C;11-jun;157;85,17;242,17;64,65%;4,07;4,11;52,14%;;28,93%;8,21%;10,71%;C3
3318;3417;PCP;CIRA SUR;MUGROSA C;11-jun;997;12,96;1009,96;98,75%;12,34;12,52;79,00%;;1,39%;15,88%;3,73%;C3
3319;2868;PCP;CIRA ESTE;MUGROSA C;12-jun;384;31,9;415,9;92,31%;7,25;7,29;43,86%;;40,07%;9,75%;6,32%;C1
3320;5058;BM;CIRA SUR;MUGROSA B;12-jun;5;37,02;42,02;12,18%;1,67;1,69;50,39%;;25,20%;14,96%;9,45%;C1
3321;2852;BM;CIRA ESTE;MUGROSA C;12-jun;358;20,6;378,6;94,67%;10,2;10,27;43,53%;;48,27%;5,12%;3,07%;C2
3322;2237;BM;CIRA NORTE;MUGROSA C;12-jun;981;28;1009;97,22%;16,64;25,06;54,96%;;28,94%;6,42%;9,68%;C2
3323;2212;ESP;CIRA SUR;MUGROSA C;12-jun;1432;67,89;1499,89;95,46%;21;21,11;65,37%;;23,07%;5,97%;5,59%;C3
3324;2691;ESP;CIRA SUR;MUGROSA C;12-jun;581;11,08;592,08;98,16%;6,27;6,28;56,26%;;17,15%;2,51%;24,06%;C3
3325;5103;BM;CIRA SUR;MUGROSA C;12-jun;0,04;12,1;12,14;30,00%;1,09;1,1;29,27%;;31,71%;17,04%;21,95%;C1
3326;5052;BM;CIRA SUR;MUGROSA C;12-jun;1;68,39;69,39;1,04%;19,29;127,98;26,16%;;29,39%;19,32%;25,13%;C1
3327;5105;BM;CIRA SUR;MUGROSA C;13-jun;1;16,85;17,85;6,19%;0,91;1,58;57,94%;;23,36%;14,02%;4,67%;C1
3328;3767;BM;INFA CENTRAL;MUGROSA C;13-jun;671;35,87;706,87;94,94%;21,53;22,39;93,13%;;5,17%;1,13%;0,57%;C1
3329;5102;BM;CIRA SUR;MUGROSA C;13-jun;1;68,75;69,75;1,03%;5,56;5,67;20,09%;;61,68%;7,24%;10,98%;C1
3330;5051;BM;CIRA SUR;MUGROSA C;13-jun;0,12;8,48;8,6;1,34%;1,57;2;44,80%;;23,20%;8,80%;23,20%;C1
3331;2913;BM;CIRA SUR;MUGROSA C;12-jun;826;118,05;944,05;98,08%;4,69;4,75;67,59%;;14,13%;9,70%;8,59%;C2
3332;2101;ESP;CIRA SUR;MUGROSA C;12-jun;1601;98;1699;94,22%;6,04;12,55;25,34%;;58,04%;6,81%;9,81%;C2
3333;2172;ESP;CIRA SUR;MUGROSA C;13-jun;828;88,1;916,1;90,35%;14,09;34,27;89,79%;;6,84%;1,52%;1,86%;C2
3334;3097;PCP;CIRA SUR;MUGROSA C;13-jun;160;5,38;165,38;96,67%;3,35;3,42;76,65%;;15,95%;5,06%;2,33%;C2
3335;4600;PCP;CIRA SUR;MUGROSA C;13-jun;24;244,9;268,9;8,78%;24,51;25,14;70,23%;;27,31%;1,28%;1,18%;C2
3336;3378;BM;INFA NORTE;MUGROSA C;13-jun;744;10,11;754,11;98,68%;410,31;675,03;76,80%;;11,24%;6,65%;5,30%;C2
3337;3055;BM;CIRA ESTE;MUGROSA C;12-jun;975;53,39;1028,39;94,85%;3,23;3,24;63,27%;;17,96%;12,24%;6,53%;C3
3338;4632;ESP;CIRA SUR;MUGROSA C;12-jun;486;33,59;519,59;93,59%;27,16;27,28;59,28%;;39,07%;1,35%;0,29%;C3
3339;3957;BM;CIRA SUR;MUGROSA C;13-jun;569;46,4;615,4;92,53%;4,46;4,49;26,65%;;17,87%;17,87%;37,62%;C3
3340;2391;BM;INFA CENTRAL;MUGROSA B;13-jun;0,0024;2,3976;2,4;10,00%;10,15;10,29;83,57%;;9,63%;2,44%;4,36%;C3
3341;3464;PCP;CIRA SUR;MUGROSA C;13-jun;617;36,8;653,8;94,30%;10,06;10,12;63,16%;;30,13%;3,68%;3,03%;C3
3342;3210;BM;INFA SUR;MUGROSA C;13-jun;1008;20;1028;98,08%;8,14;8,43;41,01%;;24,61%;7,89%;26,50%;C3
3343;5055;BM;CIRA SUR;MUGROSA C;14-jun;1;41,87;42,87;1,34%;1,42;1,56;40,23%;;25,29%;18,39%;16,09%;C1
3344;3767;BM;INFA CENTRAL;MUGROSA C;14-jun;671;35,87;706,87;94,94%;18,44;18,61;87,24%;;8,74%;2,33%;1,69%;C1
3345;2278;PCP;CIRA NORTE;MUGROSA C;14-jun;633;52,6;685,6;92,31%;20,35;20,58;74,92%;;21,10%;3,00%;0,98%;C1
3346;2242;ESP;CIRA NORTE;MUGROSA C;14-jun;358;13,3;371,3;96,55%;4,56;9,49;69,75%;;20,09%;5,87%;4,29%;C1
3347;3201;BM;INFA SUR;MUGROSA C;14-jun;1089;55,22;1144,22;95,15%;22,62;41,78;28,17%;;42,10%;12,21%;17,53%;C2
3348;4605;BM;CIRA SUR;MUGROSA C;14-jun;7;195,9;202,9;3,40%;4,55;4,6;86,53%;;6,88%;4,01%;2,58%;C2
3349;3385;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;14-jun;1267;55,49;1322,49;95,83%;5,78;10,28;49,89%;;37,37%;7,43%;5,31%;C2
3350;4601;PCP;CIRA SUR;MUGROSA C;14-jun;705;88,4;793,4;88,89%;14,99;15,21;48,57%;;42,05%;8,77%;0,61%;C2
3351;3120;BM;INFA CENTRAL;MUGROSA C;14-jun;1110;73,83;1183,83;93,79%;4,46;4,5;54,97%;;30,70%;8,77%;5,56%;C3
3352;342;BM;CIRA SUR;MUGROSA C;14-jun;745;52,8;797,8;93,36%;24,27;24,64;46,27%;;43,50%;7,25%;2,99%;C3
3353;2212;ESP;CIRA SUR;MUGROSA C;14-jun;1432;67,89;1499,89;95,46%;328,82;332,71;41,57%;;36,27%;14,60%;7,55%;C3
3354;4670;ESP;;;14-jun;513;226;739;69,39%;5,99;6,03;45,73%;;36,76%;12,47%;5,03%;C3
3355;2868;PCP;CIRA ESTE;MUGROSA C;17-jun;384;31,9;415,9;92,31%;4,07;4,11;32,37%;;46,15%;12,50%;8,97%;C1
3356;2924;BM;CIRA SUR;MUGROSA C;17-jun;385;46,99;431,99;89,04%;8,05;8,38;53,22%;;33,92%;8,36%;4,50%;C1
3357;2968;ESP;CIRA ESTE;COLORADO A;17-jun;662;55;717;92,29%;1,32;2,56;39,26%;;26,38%;23,31%;11,04%;C2
3358;3378;BM;INFA NORTE;MUGROSA C;17-jun;744;10,11;754,11;98,68%;14,42;14,54;42,91%;;29,09%;15,82%;12,18%;C2
3359;2913;BM;CIRA SUR;MUGROSA C;17-jun;926;18,05;944,05;98,08%;12,04;12,21;48,75%;;25,73%;12,81%;12,70%;C2
3360;2536;PCP;CIRA NORTE;MUGROSA C;17-jun;1066;39,81;1105,81;96,43%;57,52;104,45;61,88%;;29,39%;4,98%;3,75%;C2
3361;2212;ESP;CIRA SUR;MUGROSA C;17-jun;1432;67,89;1499,89;95,46%;29,37;29,58;60,59%;;34,03%;3,51%;1,87%;C3
3362;2258;BM;CIRA ESTE;MUGROSA C;17-jun;627;69,5;696,5;90,00%;6,41;6,51;39,47%;;50,40%;7,09%;3,04%;C3
3363;928;BM;CIRA SUR;MUGROSA CB;17-jun;4;441,2;445,2;1,00%;227,11;232,97;48,63%;;48,73%;1,55%;1,10%;C3
3364;2273;ESP;CIRA ESTE;MUGROSA C;17-jun;704;50,5;754,5;93,27%;115,09;117,2;74,89%;;19,70%;3,89%;1,53%;C1
3364,1;2757;PCP;CIRA ESTE;MUGROSA C;17-jun;102;16,25;118,25;86,20%;14,47;14,56;55,19%;;33,24%;5,87%;5,69%;C3
3365;5058;BM;CIRA SUR;MUGROSA B;17-jun;5;37,02;42,02;12,18%;1,93;1,95;22,30%;;20,95%;35,14%;21,62%;C1
3366;2242;ESP;CIRA NORTE;MUGROSA C;18-jun;358;13,3;371,3;96,55%;6,28;6,33;91,21%;;2,09%;1,26%;5,44%;C1
3367;2123;PCP;CIRA SUR;MUGROSA B;18-jun;106;94;200;53,00%;328,61;344,55;23,18%;;40,40%;31,67%;4,75%;C1
3368;2541;PCP;CIRA NORTE;MUGROSA C;18-jun;527;43,1;570,1;92,37%;9,04;17,13;28,57%;;13,28%;9,27%;48,87%;C2
3369;4817;PCP;CIRA ESTE;MUGROSA C;18-jun;156;168,7;324,7;48,00%;4,49;4,55;32,46%;;43,48%;14,78%;9,28%;C2
3370;4632;ESP;CIRA SUR;MUGROSA C;18-jun;486;33,57;519,57;93,59%;47,5;48,38;36,72%;;53,58%;8,28%;1,43%;C3
3371;3417;PCP;CIRA SUR;MUGROSA C;18-jun;997;12,96;1009,96;98,75%;8,27;8,44;56,09%;;33,44%;4,84%;5,63%;C3
3372;3940;ESP;CIRA NORTE;MUGROSA C;18-jun;787;29,33;816,33;96,45%;48,23;48,84;53,43%;;33,41%;11,76%;1,40%;C1
3373;5100;PCP;CIRA SUR;MUGROSA B;18-jun;59;29,54;88,54;66,47%;1,24;2,66;26,11%;;41,87%;18,23%;13,79%;C1
3374;5049;BM;CIRA SUR;MUGROSA B;19-jun;10;31;41;24,00%;1,65;1,67;33,33%;;43,65%;12,70%;10,32%;C1
3375;5052;BM;CIRA SUR;MUGROSA C;19-jun;1;68,39;69,39;1,04%;3,47;3,49;57,74%;;26,04%;10,94%;5,28%;C1
3376;3017;PCP;CIRA ESTE;LA PAZ C;18-jun;480;56,4;536,4;89,51%;227,74;230,1;58,43%;;37,84%;2,98%;0,75%;C2
3377;1726;BM;CIRA ESTE;MUGROSA B;18-jun;85;67,5;152,5;55,69%;80,78;118,01;11,18%;;58,06%;21,05%;9,71%;C2
3378;2852;BM;CIRA ESTE;MUGROSA C;19-jun;358;20,6;378,6;94,67%;20,96;21,19;49,47%;;38,98%;6,95%;4,59%;C2
3379;2101;ESP;CIRA SUR;MUGROSA C;19-jun;1601;98;1699;94,22%;1189,79;2522,56;33,98%;;46,46%;15,75%;3,81%;C2
3380;2691;PCP;CIRA SUR;MUGROSA C;18-jun;581;11,08;592,08;98,16%;7,03;7,11;61,11%;;21,48%;2,59%;14,81%;C3
3381;2491;ESP;INFA NORTE;MUGROSA C;18-jun;1206;108,38;1314,38;91,74%;130,6;131,45;18,33%;;46,27%;32,25%;3,15%;C3
3382;3957;BM;CIRA SUR;MUGROSA C;19-jun;569;46,4;615,4;92,53%;3,97;3,98;37,29%;;33,00%;14,19%;15,51%;C3
3383;2391;BM;INFA CENTRAL;MUGROSA B;19-jun;0,0024;2,3976;2,4;0,10%;10,61;10,7;50,99%;;8,91%;8,17%;31,93%;C3
3384;3464;PCP;CIRA SUR;MUGROSA C;19-jun;62;591,8;653,8;9,43%;2,37;2,43;24,18%;;50,00%;13,19%;12,64%;C3
3385;3210;BM;INFA SUR;MUGROSA C;19-jun;1008;20;1028;98,08%;23,53;23,92;27,98%;;61,20%;5,30%;5,52%;C3
3386;2217;BM;CIRA NORTE;MUGROSA C;20-jun;779;30;809;96,30%;185,52;186,44;58,63%;;37,03%;3,98%;0,35%;C3
3387;3120;BM;INFA CENTRAL;MUGROSA C;20-jun;1110;73,83;1183,83;93,79%;33,97;34,52;35,45%;;41,53%;18,47%;4,55%;C3
3388;2212;ESP;CIRA SUR;MUGROSA C;20-jun;1432;67,89;1499,89;95,46%;40,51;41,43;60,83%;;35,18%;2,50%;1,49%;C3
3389;342;BM;CIRA SUR;MUGROSA C;20-jun;785;12,8;797,8;98,36%;82,1;83,04;76,54%;;20,88%;2,07%;0,51%;C3
3390;2258;BM;CIRA ESTE;MUGROSA C;21-jun;63;633,5;696,5;9,00%;52,08;52,56;72,63%;;25,69%;1,02%;0,65%;C3
3391;2557;PCP;CIRA NORTE;MUGROSA C;21-jun;157;85,17;242,17;64,65%;2,51;2,56;34,54%;;39,69%;14,95%;10,82%;C3
3392;3460;TUNDRA;;;21-jun;0;100;100;0,00%;14,82;15,13;62,07%;;30,64%;5,88%;1,40%;C3
3393;4660;TUNDRA;;;21-jun;0;180;180;0,00%;22,68;23,11;94,37%;;4,94%;0,23%;0,46%;C3
3394;2237;BM;CIRA NORTE;MUGROSA C;19-jun;981;28;1009;97,22%;92,34;93,69;59,78%;;38,33%;0,69%;1,21%;C2
3395;2172;ESP;CIRA SUR;MUGROSA C;19-jun;828;88,1;916,1;90,35%;338,55;895,98;52,25%;;40,01%;6,74%;1,00%;C2
3396;2265;PCP;CIRA NORTE;MUGROSA C;20-jun;600;59,65;659,65;91,00%;406,97;518,12;66,77%;;30,46%;1,39%;1,39%;C2
3397;4600;PCP;CIRA SUR;MUGROSA C;20-jun;24;244,9;268,9;8,78%;162,16;163,95;27,08%;;40,64%;15,08%;17,20%;C2
3398;2913;BM;CIRA SUR;MUGROSA C;20-jun;926;18,05;944,05;98,08%;16,55;16,68;43,24%;;11,39%;40,64%;4,70%;C2
3399;2101;ESP;CIRA SUR;MUGROSA C;21-jun;1601;98;1699;94,22%;662,99;1957,09;34,65%;;49,28%;13,23%;2,84%;C2
3400;3201;BM;INFA SUR;MUGROSA C;21-jun;1089;55,22;1144,22;95,15%;14,31;14,74;19,08%;;37,71%;27,25%;15,96%;C2
3401;3203;BM;INFA SUR;MUGROSA C;21-jun;575;79,5;654,5;87,91%;3,98;8,98;53,61%;;31,93%;8,43%;6,02%;C2
3402;3385;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;21-jun;1267;55,49;1322,49;95,83%;1545,48;1557,1;1,59%;;15,15%;50,02%;33,23%;C2
3403;5099;BM;CIRA SUR;MUGROSA B;19-jun;165;31,31;196,31;84,27%;5,08;9,59;50,76%;;29,66%;6,84%;12,74%;C1
3404;5105;BM;CIRA SUR;MUGROSA C;19-jun;1;16,85;17,85;6,19%;7,07;7,18;49,45%;;37,18%;7,88%;5,49%;C1
3405;5048;BM;CIRA SUR;MUGROSA B;20-jun;133;32;165;80,67%;15,42;15,56;48,15%;;40,14%;9,04%;2,67%;C1
3406;5103;BM;CIRA SUR;MUGROSA C;20-jun;0,04;12,1;12,14;0,30%;4,93;4,99;76,20%;;12,57%;4,01%;7,22%;C1
3407;3767;BM;INFA CENTRAL;MUGROSA C;20-jun;671;35,87;706,87;94,94%;35,88;63,62;50,57%;;45,11%;2,83%;1,50%;C1
3408;5102;BM;CIRA SUR;MUGROSA C;20-jun;1;68,75;69,75;1,03%;1,33;1,36;35,29%;;23,53%;25,49%;15,69%;C1
3409;4660;TUNDRA;;;25-jun;0;180;180;0,00%;41,86;41,96;83,34%;;9,54%;3,49%;3,63%;C3
3410;3460;TUNDRA;;;25-jun;0;100;100;0,00%;16,08;16,35;38,90%;;43,37%;12,65%;5,08%;C3
3411;3417;PCP;CIRA SUR;MUGROSA C;25-jun;997;12,96;1009,96;98,75%;6,98;7,2;69,14%;;12,64%;6,51%;11,71%;C3
3412;2491;ESP;INFA NORTE;MUGROSA C;25-jun;1206;108,38;1314,38;91,74%;7,88;8,01;28,45%;;44,90%;17,27%;9,38%;C3
3413;2391;BM;INFA CENTRAL;MUGROSA B;26-jun;0,0024;2,3976;2,4;0,10%;7,87;7,94;75,95%;;12,77%;4,98%;6,30%;C3
3414;2212;ESP;CIRA SUR;MUGROSA C;26-jun;1432;67,89;1499,89;95,46%;3242,03;3251,49;28,08%;;39,64%;20,25%;12,03%;C3
3415;2217;BM;CIRA NORTE;MUGROSA C;26-jun;779;30;809;96,30%;16,67;16,9;33,88%;;30,76%;23,81%;11,55%;C3
3416;2258;BM;CIRA ESTE;MUGROSA C;26-jun;63;633,5;696,5;9,00%;9,64;9,66;49,11%;;38,06%;5,05%;7,78%;C3
3417;3062;PCP;CIRA ESTE;MUGROSA C;25-jun;247;21;268;92,32%;461,05;640,29;82,40%;;16,58%;0,74%;0,28%;C2
3418;2368;BM;INFA NORTE;MUGROSA C;25-jun;803;29,01;832,01;96,55%;1,45;1,48;33,04%;;40,18%;12,50%;14,29%;C2
3419;3909;PCP;CIRA NORTE;MUGROSA C;25-jun;177;16,39;193,39;91,69%;436,39;613,41;98,83%;;0,07%;0,47%;0,62%;C2
3420;3378;BM;INFA NORTE;MUGROSA C;25-jun;744;10,11;754,11;98,68%;15,71;15,94;58,64%;;18,53%;9,60%;13,23%;C2
3421;2536;ESP;CIRA NORTE;MUGROSA C;26-jun;1066;39,81;1105,81;96,43%;49,02;78,78;49,51%;;44,79%;2,66%;3,04%;C2
3422;4614;BM;;;26-jun;222;171,2;393,2;56,49%;16,32;16,42;64,37%;;29,06%;3,92%;2,64%;C2
3423;3498;BM;;;26-jun;11;359,2;370,2;3,00%;313,94;314,69;34,57%;;46,12%;18,87%;0,44%;C2
3424;2114;ESP;CIRA NORTE;MUGROSA C;26-jun;498;39,44;537,44;92,59%;12,81;20,64;61,19%;;18,30%;12,35%;8,16%;C2
3425;3767;BM;INFA CENTRAL;MUGROSA C;21-jun;671;35,87;706,87;94,94%;5,82;14,44;39,75%;;39,13%;14,13%;6,99%;C1
3426;5050;PCP;CIRA SUR;MUGROSA B;21-jun;406;110;516;78,67%;7,86;7,96;20,47%;;63,06%;8,65%;7,82%;C1
3427;2809;BM;CIRA ESTE;MUGROSA C;21-jun;559;33;592;94,44%;27,38;27,49;23,85%;;40,33%;27,01%;8,81%;C1
3428;5051;BM;CIRA SUR;MUGROSA C;21-jun;0,15;8,45;8,6;1,34%;1,66;1,69;55,20%;;38,40%;4,00%;2,40%;C1
3429;5058;BM;CIRA SUR;MUGROSA B;25-jun;5;37,02;42,02;12,18%;1,65;1,66;49,21%;;23,02%;11,11%;16,67%;C1
3430;2282;BM;CIRA NORTE;MUGROSA C;25-jun;922;56,5;978,5;94,24%;1566,5;1607,87;48,92%;;50,63%;0,39%;0,07%;C1
3431;3767;BM;CIRA NORTE;MUGROSA C;25-jun;671;35,87;706,87;94,94%;2389,06;2425,72;31,58%;;62,61%;3,45%;2,36%;C1
3432;2273;ESP;CIRA NORTE;MUGROSA C;25-jun;704;50,5;754,5;93,27%;356,27;368,89;80,56%;;17,77%;1,20%;0,48%;C1
3433;3767;BM;INFA CENTRAL;MUGROSA C;26-jun;671;35,87;706,87;94,94%;3680,59;3727,62;23,51%;;68,63%;5,78%;2,08%;C1
3434;2278;PCP;CIRA NORTE;MUGROSA C;26-jun;633;52,6;685,6;92,31%;3,67;3,81;49,82%;;26,52%;13,62%;10,04%;C1
3435;2924;BM;CIRA SUR;MUGROSA C;26-jun;385;46,99;431,99;89,04%;8,25;8,46;38,44%;;44,98%;10,37%;6,22%;C1
3436;2868;PCP;CIRA ESTE;MUGROSA C;26-jun;384;31,9;415,9;92,31%;223,61;300,54;20,61%;;40,84%;7,50%;31,05%;C1
3437;5100;PCP;CIRA SUR;MUGROSA B;27-jun;59;29,54;88,54;66,47%;82,64;83,66;2,48%;;30,65%;37,99%;28,88%;C1
3438;5099;BM;CIRA SUR;MUGROSA B;27-jun;165;31,31;196,31;84,27%;5,52;5,93;38,08%;;41,52%;8,85%;11,55%;C1
3439;5049;BM;CIRA SUR;MUGROSA B;27-jun;10;31;41;24,00%;3,54;3,62;46,32%;;36,76%;7,72%;9,19%;C1
3440;3767;BM;INFA CENTRAL;MUGROSA C;27-jun;671;35,87;706,87;94,94%;5319,56;5441,07;17,09%;;71,53%;9,52%;1,86%;C1
3441;3767;BM;INFA CENTRAL;MUGROSA C;28-jun;671;35,87;706,87;94,94%;2173,59;4407,86;15,20%;;71,90%;11,69%;1,21%;C1
3442;5048;BM;CIRA SUR;MUGROSA B;28-jun;133;32;165;80,67%;2,86;2,98;38,64%;;24,55%;15,91%;20,91%;C1
3443;5050;PCP;CIRA SUR;MUGROSA B;28-jun;406;110;516;78,67%;13,69;13,96;32,95%;;29,44%;12,92%;24,69%;C1
3444;2123;PCP;CIRA SUR;MUGROSA B;28-jun;106;94;200;53,00%;74,04;79,21;31,91%;;47,80%;18,90%;1,39%;C1
3445;2101;ESP;CIRA SUR;MUGROSA C;27-jun;1601;98;1699;94,22%;277,75;281,79;20,32%;;51,27%;24,13%;4,28%;C2
3446;2874;ESP;CIRA SUR;MUGROSA B;27-jun;1443,4;38,74;1482,14;97,33%;20,06;28,26;25,54%;;51,92%;18,43%;4,12%;C2
3447;2172;ESP;CIRA SUR;MUGROSA C;27-jun;828;88,1;916,1;90,35%;214,17;219,95;42,82%;;46,15%;9,09%;1,94%;C2
3448;2852;BM;CIRA SUR;MUGROSA C;27-jun;358;20,6;378,6;94,67%;14,47;28,69;13,19%;;43,18%;22,64%;20,99%;C2
3449;2655;BM;CIRA NORTE;MUGROSA C;28-jun;556;103,66;659,66;84,25%;836,33;1065,07;58,68%;;39,23%;1,89%;0,20%;C2
3450;3201;BM;INFA SUR;MUGROSA C;28-jun;1089;55,22;1144,22;95,15%;12,56;12,74;19,46%;;34,65%;18,00%;27,89%;C2
3451;3385;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;28-jun;1267;55,49;1322,49;95,83%;727,72;741,41;2,14%;;15,91%;55,46%;26,49%;C2
3452;2172;ESP;CIRA SUR;MUGROSA C;28-jun;828;88,1;916,1;90,35%;1058,31;1329,73;54,06%;;34,27%;7,56%;4,10%;C2
3453;2757;PCP;CIRA ESTE;MUGROSA C;27-jun;102;16,25;118,25;86,20%;6,95;7,08;59,02%;;18,61%;9,96%;12,41%;C3
3454;3020;ESP;;;27-jun;40;14,98;54,98;71,90%;7,74;7,83;54,45%;;35,80%;4,54%;5,21%;C3
3455;342;BM;CIRA SUR;MUGROSA C;27-jun;785;12,8;797,8;98,36%;118,52;119,35;22,23%;;73,77%;3,91%;0,09%;C3
3456;928;BM;CIRA SUR;MUGROSA CB;27-jun;4;441,2;445,2;1,00%;58,96;60,35;20,45%;;51,74%;19,31%;8,50%;C3
3457;2516;ESP;CIRA NORTE;MUGROSA C;28-jun;339;32,2;371,2;91,30%;3,2;3,22;9,92%;;33,47%;52,89%;3,72%;C3
3458;2795;ESP;CIRA ESTE;MUGROSA CB;28-jun;310;16,1;326,1;94,93%;5,86;5,99;51,43%;;28,79%;11,87%;7,91%;C3
3459;2691;PCP;CIRA SUR;MUGROSA C;28-jun;581;11,08;592,08;98,16%;12,27;12,33;58,03%;;30,94%;6,53%;4,50%;C3
3460;3957;BM;CIRA SUR;MUGROSA C;28-jun;569;46,4;615,4;92,53%;2;2,01;66,01%;;16,34%;11,76%;5,88%;C3
3461;2624;BM;CIRA SUR;MUGROSA C;2-jul;385;46,99;431,99;89,04%;61;61,31;79,40%;;17,54%;1,72%;1,33%;C1
3462;5052;BM;CIRA SUR;MUGROSA C;2-jul;1;68,39;69,39;1,04%;41,56;42,08;37,75%;;56,48%;4,74%;1,04%;C1
3463;5105;BM;CIRA SUR;MUGROSA C;2-jul;1;16,85;17,85;6,19%;3,08;3,11;73,19%;;25,96%;0,43%;0,43%;C1
3464;3767;BM;INFA CENTRAL;MUGROSA C;2-jul;671;35,87;706,87;94,94%;2579,98;2604,72;40,41%;;54,50%;4,23%;0,87%;C1
3465;5103;BM;CIRA SUR;MUGROSA C;3-jul;0,036;12,104;12,14;0,30%;1,43;1,45;35,78%;;37,61%;23,85%;2,75%;C1
3466;3767;BM;INFA CENTRAL;MUGROSA C;3-jul;671;35,87;706,87;94,94%;1835,95;3079,01;28,45%;;66,33%;4,65%;0,57%;C1
3467;5102;BM;CIRA SUR;MUGROSA C;3-jul;1;68,75;69,75;1,03%;3,02;3,09;58,59%;;24,67%;12,78%;3,96%;C1
3468;5051;BM;CIRA SUR;MUGROSA C;3-jul;0,115;8,485;8,6;1,34%;16,47;16,75;90,79%;;3,07%;2,90%;3,24%;C1
3469;5055;BM;CIRA SUR;MUGROSA C;4-jul;1;41,87;42,87;1,34%;4,56;4,61;46,29%;;38,57%;7,14%;8,00%;C1
3470;2868;PCP;CIRA ESTE;MUGROSA C;4-jul;384;31,9;415,9;92,31%;87,33;87,97;55,18%;;41,00%;3,15%;0,67%;C1
3471;2809;BM;CIRA ESTE;MUGROSA C;2-jul;559;33;592;94,44%;29,87;30,24;24,22%;;40,93%;26,65%;8,20%;C2
3472;2647;PCP;CIRA SUR;MUGROSA C;2-jul;1014;63,01;1077,01;94,17%;9,86;17,61;44,29%;;33,73%;11,75%;10,22%;C2
3473;2852;BM;CIRA ESTE;MUGROSA C;2-jul;358;20,6;378,6;94,67%;94,57;152,9;60,39%;;29,38%;2,47%;7,76%;C2
3474;3498;BM;;;2-jul;111;259,2;370,2;30,00%;47,72;88,07;36,78%;;39,32%;22,04%;1,86%;C2
3475;3017;PCP;CIRA ESTE;LA PAZ C;3-jul;480;56,4;536,4;89,51%;54,05;55,19;69,29%;;21,66%;5,04%;4,01%;C2
3476;4614;BM;;;3-jul;222;171,2;393,2;56,49%;17,86;22,82;71,56%;;18,23%;6,58%;3,63%;C2
3477;3378;BM;INFA NORTE;MUGROSA C;3-jul;744;10,11;754,11;98,68%;604,79;1413,82;91,58%;;6,02%;1,48%;0,92%;C2
3478;2541;PCP;CIRA NORTE;MUGROSA C;4-jul;527;43,1;570,1;92,37%;17,83;18,24;20,06%;;46,18%;19,61%;14,15%;C2
3479;4817;PCP;CIRA ESTE;MUGROSA C;3-jul;156;168,7;324,7;48,00%;12,53;19,36;28,61%;;36,54%;27,76%;7,09%;C2
3480;2101;ESP;CIRA SUR;MUGROSA C;4-jul;1601;98;1699;94,22%;656,99;832,74;32,83%;;48,37%;14,56%;4,24%;C2
3481;2256;BM;CIRA ESTE;MUGROSA C;2-jul;222;22,9;244,9;90,72%;545,23;551,03;48,86%;;38,51%;11,72%;0,90%;C3
3482;2212;ESP;CIRA ESTE;MUGROSA C;2-jul;1432;67,89;1499,89;95,46%;37,38;37,95;42,85%;;42,15%;13,45%;1,54%;C3
3483;2258;BM;CIRA ESTE;MUGROSA C;2-jul;627;69,5;696,5;90,00%;9,93;10,01;37,63%;;54,08%;6,32%;1,97%;C3
3484;4670;ESP;;;2-jul;513;223;736;69,39%;1,99;2,02;19,74%;;44,74%;32,24%;3,29%;C3
3485;3906;PCP;CIRA NORTE;MUGROSA C;3-jul;369;31;400;92,31%;5,89;5,92;41,87%;;41,43%;11,80%;4,90%;C3
3486;3957;BM;CIRA SUR;MUGROSA C;3-jul;569;46,4;615,4;92,53%;3,45;3,47;18,56%;;72,35%;4,55%;4,55%;C3
3487;4632;ESP;CIRA SUR;MUGROSA C;3-jul;486;33,57;519,57;93,59%;58;58,59;48,66%;;42,17%;8,02%;1,15%;C3
3488;2691;PCP;CIRA SUR;MUGROSA C;3-jul;581;11,08;592,08;98,16%;53,03;54,59;66,71%;;28,85%;1,98%;2,47%;C3
3489;3464;PCP;CIRA SUR;MUGROSA C;4-jul;617;36,8;653,8;94,30%;22,76;23,02;60,13%;;38,68%;0,97%;0,23%;C3
3490;2124;BM;CIRA SUR;MUGROSA C;4-jul;632;12;644;98,21%;68,26;68,85;42,32%;;49,63%;7,08%;0,98%;C3
3491;2293;BM;CIRA NORTE;MUGROSA C;4-jul;703;37,41;740,41;94,94%;502,39;508,97;45,19%;;42,74%;9,73%;2,34%;C1
3492;2924;BM;CIRA SUR;MUGROSA C;4-jul;385;46,99;431,99;89,04%;15,87;16,33;70,80%;;25,27%;2,30%;1,64%;C1
3493;2273;ESP;CIRA NORTE;MUGROSA C;5-jul;704;50,5;754,5;93,27%;380,9;388,28;77,35%;;20,79%;1,52%;0,33%;C1
